Node Number	Equivalent Elastic Strain (m/m)
10158	5.3803e-002
10158	5.4475e-002
10159	4.0649e-002
10159	4.5476e-002
10160	2.1223e-002
10160	3.036e-002
10161	2.1322e-002
10161	2.5357e-002
10162	3.5579e-002
10162	4.889e-002
10163	3.0139e-002
10163	2.8049e-002
10164	5.3583e-002
10164	4.2294e-002
10165	5.4588e-002
10165	5.0558e-002
10166	5.1573e-002
10166	5.5623e-002
10167	4.3577e-002
10167	3.7218e-002
10168	5.0543e-002
10168	4.4223e-002
10169	5.254e-002
10169	3.9792e-002
10170	2.4777e-002
10170	2.4541e-002
10171	2.6358e-002
10171	2.3557e-002
10172	4.0905e-002
10172	2.499e-002
10173	2.9054e-002
10173	2.8376e-002
10174	4.897e-002
10174	5.4516e-002
10175	8.6962e-002
10175	5.3903e-002
10176	4.4414e-002
10176	5.4506e-002
10177	5.4804e-002
10177	4.5857e-002
10178	4.4667e-002
10178	3.3297e-002
10179	3.9117e-002
10179	3.6711e-002
10180	2.7655e-002
10180	2.5838e-002
10181	3.7164e-002
10181	3.5221e-002
10182	4.7367e-002
10182	4.4389e-002
10183	2.9687e-002
10183	3.1078e-002
10184	4.3967e-002
10184	4.2638e-002
10185	4.6536e-002
10185	3.908e-002
10186	1.666e-002
10186	1.3471e-002
10187	3.1122e-002
10187	2.5721e-002
10188	2.7053e-002
10188	2.1664e-002
10189	3.3732e-002
10189	3.5427e-002
10190	4.2881e-002
10190	4.2608e-002
10191	2.1233e-002
10191	2.4021e-002
10192	5.6527e-002
10192	5.2459e-002
10193	6.3651e-002
10193	6.2359e-002
10194	3.7261e-002
10194	3.3696e-002
10195	4.3849e-002
10195	4.4258e-002
10196	3.938e-002
10196	3.7243e-002
10197	5.2153e-002
10197	4.0924e-002
10198	2.6138e-002
10198	3.1562e-002
10199	2.3257e-002
10199	1.6975e-002
10200	2.3344e-002
10200	2.29e-002
10201	3.6885e-002
10201	2.7288e-002
10202	4.2975e-002
10202	3.1256e-002
10203	1.9323e-002
10203	2.9508e-002
10204	2.5091e-002
10204	5.2375e-002
10205	3.3318e-002
10205	2.1996e-002
10206	2.08e-002
10206	1.7801e-002
10207	1.6976e-002
10207	1.5934e-002
10208	5.9671e-002
10208	5.5681e-002
10209	2.6481e-002
10209	2.3722e-002
10210	1.6857e-002
10210	1.7753e-002
10211	3.8553e-002
10211	3.4962e-002
10212	4.4209e-002
10212	5.2081e-002
10213	3.6782e-002
10213	3.953e-002
10214	6.8947e-002
10214	5.3594e-002
10215	2.6896e-002
10215	1.245e-002
10216	2.2484e-002
10216	2.0309e-002
10217	4.3002e-002
10217	5.0358e-002
10218	4.1901e-002
10218	2.8159e-002
10219	1.472e-002
10219	1.0659e-002
10220	2.6544e-002
10220	2.2685e-002
10221	3.6835e-002
10221	1.9624e-002
10222	3.06e-002
10222	2.44e-002
10223	1.999e-002
10223	8.3168e-003
10224	4.8779e-002
10224	4.9627e-002
10225	1.0758e-002
10225	1.9855e-002
10226	3.189e-002
10226	2.7796e-002
10227	4.3086e-002
10227	2.3856e-002
10228	5.5011e-002
10228	5.8648e-002
10229	5.8949e-002
10229	6.3469e-002
10230	4.9495e-002
10230	4.9906e-002
10231	3.7197e-002
10231	2.6255e-002
10232	4.0428e-002
10232	2.0604e-002
10233	2.8808e-002
10233	2.4215e-002
10234	4.5071e-002
10234	5.4428e-002
10235	4.7968e-002
10235	4.434e-002
10236	2.6011e-002
10236	2.2741e-002
10237	3.2536e-002
10237	3.6689e-002
10238	2.7492e-002
10238	3.7447e-002
10239	3.6622e-002
10239	2.7528e-002
10240	3.5154e-002
10240	3.0245e-002
10241	4.5813e-002
10241	4.5912e-002
10242	5.6222e-002
10242	4.1188e-002
10243	4.8536e-002
10243	6.7283e-002
10244	3.1462e-002
10244	4.7632e-002
10245	2.9453e-002
10245	4.4029e-002
10246	4.5332e-002
10246	4.3588e-002
10247	7.4231e-002
10247	7.5207e-002
10248	3.318e-002
10248	2.0849e-002
10249	2.2376e-002
10249	2.1268e-002
10250	3.1887e-002
10250	4.3092e-002
10251	3.5239e-002
10251	2.2709e-002
10252	6.6134e-002
10252	6.4697e-002
10253	3.5372e-002
10253	4.2897e-002
10254	4.2516e-002
10254	4.3992e-002
10255	5.5519e-002
10255	5.813e-002
10256	5.8567e-002
10256	6.755e-002
10257	2.7021e-002
10257	2.7567e-002
10258	5.074e-002
10258	3.6035e-002
10259	4.2533e-002
10259	2.662e-002
10260	4.4629e-002
10260	4.9711e-002
10261	5.3868e-002
10261	4.8698e-002
10262	5.4963e-002
10262	5.4473e-002
10263	4.3178e-002
10263	2.8081e-002
10264	1.9392e-002
10264	2.837e-002
10265	3.7624e-002
10265	3.1518e-002
10266	4.8395e-002
10266	4.1033e-002
10267	4.8303e-002
10267	4.459e-002
10268	5.5448e-002
10268	4.4851e-002
10269	4.1652e-002
10269	4.453e-002
10270	7.1164e-002
10270	0.1029
10271	2.0485e-002
10271	2.37e-002
10272	1.6851e-002
10272	2.2181e-002
10273	1.4287e-002
10273	1.2587e-002
10274	2.4402e-002
10274	1.6783e-002
10275	4.7482e-002
10275	4.3446e-002
10276	5.4163e-002
10276	4.9112e-002
10277	3.676e-002
10277	4.2122e-002
10278	1.9041e-002
10278	1.9642e-002
10279	5.4313e-002
10279	4.8715e-002
10280	3.2225e-002
10280	4.0968e-002
10281	1.8803e-002
10281	2.6814e-002
10282	2.112e-002
10282	2.4207e-002
10283	5.88e-002
10283	6.5272e-002
10284	5.1264e-002
10284	4.5621e-002
10285	4.142e-002
10285	3.1344e-002
10286	5.0891e-002
10286	4.6832e-002
10287	3.8723e-002
10287	3.1454e-002
10288	4.2589e-002
10288	4.3876e-002
10289	5.2454e-002
10289	5.0506e-002
10290	5.8733e-002
10290	6.9571e-002
10291	3.882e-002
10291	3.5997e-002
10292	6.6581e-002
10292	7.3594e-002
10293	3.8527e-002
10293	5.2729e-002
10294	3.2963e-002
10294	4.4271e-002
10295	3.1874e-002
10295	3.0102e-002
10296	4.3455e-002
10296	4.024e-002
10297	5.7277e-002
10297	5.487e-002
10298	5.4497e-002
10298	6.2902e-002
10299	4.4542e-002
10299	4.9872e-002
10300	6.163e-002
10300	5.5162e-002
10301	3.1202e-002
10301	2.5924e-002
10302	4.3842e-002
10302	3.9894e-002
10303	4.4039e-002
10303	3.0608e-002
10304	3.6459e-002
10304	3.3702e-002
10305	3.6962e-002
10305	4.6538e-002
10306	4.9397e-002
10306	4.208e-002
10307	5.3162e-002
10307	5.1528e-002
10308	2.8534e-002
10308	3.6638e-002
10309	4.5009e-002
10309	5.0343e-002
10310	5.6485e-002
10310	5.9037e-002
10311	6.0224e-002
10311	6.3156e-002
10312	5.6785e-002
10312	5.2951e-002
10313	3.196e-002
10313	2.8501e-002
10314	4.1831e-002
10314	5.6177e-002
10315	9.0489e-002
10315	6.7599e-002
10316	8.9124e-002
10316	7.4395e-002
10317	6.3057e-002
10317	6.4489e-002
10318	5.6247e-002
10318	3.7803e-002
10319	4.9221e-002
10319	6.3189e-002
10320	6.8953e-002
10320	6.7165e-002
10321	4.8525e-002
10321	5.3887e-002
10322	6.1026e-002
10322	5.793e-002
10323	6.3111e-002
10323	5.8614e-002
10324	5.3095e-002
10324	6.5702e-002
10325	3.5238e-002
10325	3.5404e-002
10326	6.4871e-002
10326	5.9564e-002
10327	6.308e-002
10327	5.0958e-002
10328	6.413e-002
10328	6.6856e-002
10329	2.5183e-002
10329	2.3396e-002
10330	4.469e-002
10330	3.7338e-002
10331	5.1517e-002
10331	4.9186e-002
10332	3.64e-002
10332	2.9475e-002
10333	2.6148e-002
10333	2.4899e-002
10334	3.5236e-002
10334	3.8138e-002
10335	4.4112e-002
10335	3.1678e-002
10336	2.174e-002
10336	2.6552e-002
10337	4.3028e-002
10337	3.1929e-002
10338	6.3637e-002
10338	5.0453e-002
10339	1.4812e-002
10339	1.3201e-002
10340	4.8678e-002
10340	6.0616e-002
10341	3.1689e-002
10341	3.4946e-002
10342	2.1163e-002
10342	2.6583e-002
10343	5.2618e-002
10343	4.4318e-002
10344	2.5396e-002
10344	2.6053e-002
10345	2.1643e-002
10345	2.1599e-002
10346	1.5797e-002
10346	1.7852e-002
10347	2.1385e-002
10347	1.5595e-002
10348	3.7297e-002
10348	3.1154e-002
10349	4.7501e-002
10349	3.185e-002
10350	5.7181e-002
10350	6.8875e-002
10351	3.9364e-002
10351	3.0353e-002
10352	4.8768e-002
10352	4.526e-002
10353	3.6598e-002
10353	3.901e-002
10354	6.2033e-002
10354	4.7343e-002
10355	5.6804e-002
10355	5.1047e-002
10356	5.8178e-002
10356	6.1137e-002
10357	4.431e-002
10357	4.2583e-002
10358	3.2808e-002
10358	3.0667e-002
10359	4.5392e-002
10359	4.0376e-002
10360	3.7733e-002
10360	3.3206e-002
10361	5.2016e-002
10361	3.953e-002
10362	4.7397e-002
10362	4.6335e-002
10363	5.9995e-002
10363	5.7423e-002
10364	4.8306e-002
10364	4.9121e-002
10365	4.9179e-002
10365	4.2685e-002
10366	4.4778e-002
10366	5.2423e-002
10367	2.4674e-002
10367	4.9082e-002
10368	2.1481e-002
10368	4.3149e-002
10369	3.245e-002
10369	4.3913e-002
10370	2.004e-002
10370	2.0092e-002
10371	3.789e-002
10371	3.6457e-002
10372	8.3378e-002
10372	7.1161e-002
10373	5.4971e-002
10373	5.3386e-002
10374	4.1301e-002
10374	5.135e-002
10375	5.1351e-002
10375	5.9404e-002
10376	4.8557e-002
10376	4.6354e-002
10377	5.8031e-002
10377	5.5798e-002
10378	2.9578e-002
10378	2.9489e-002
10379	3.0626e-002
10379	6.5067e-002
10380	4.9872e-002
10380	8.4296e-002
10381	5.3238e-002
10381	5.6307e-002
10382	5.8113e-002
10382	5.6277e-002
10383	5.4278e-002
10383	4.6583e-002
10384	5.8224e-002
10384	5.9751e-002
10385	4.9274e-002
10385	5.9358e-002
10386	3.2054e-002
10386	3.614e-002
10387	4.0128e-002
10387	4.0385e-002
10388	4.5757e-002
10388	5.21e-002
10389	4.8461e-002
10389	5.9195e-002
10390	6.4125e-002
10390	4.6389e-002
10391	4.9897e-002
10391	4.1949e-002
10392	3.1335e-002
10392	2.2377e-002
10393	4.5539e-002
10393	3.7153e-002
10394	4.7022e-002
10394	3.8564e-002
10395	3.1841e-002
10395	8.6634e-002
10396	1.9207e-002
10396	3.5938e-002
10397	4.5284e-002
10397	5.0223e-002
10398	5.5803e-002
10398	5.4027e-002
10399	2.4308e-002
10399	2.6367e-002
10400	4.5842e-002
10400	4.1331e-002
10401	2.7535e-002
10401	3.6023e-002
10402	4.9037e-002
10402	4.6149e-002
10403	5.5058e-002
10403	4.7229e-002
10404	2.5878e-002
10404	2.3567e-002
10405	1.4727e-002
10405	1.6571e-002
10406	1.8802e-002
10406	3.1338e-002
10407	4.7853e-002
10407	3.5173e-002
10408	2.4252e-002
10408	6.92e-002
10409	5.8225e-002
10409	5.9566e-002
10410	4.8217e-002
10410	4.4617e-002
10411	3.2768e-002
10411	3.0389e-002
10412	4.8699e-002
10412	4.5621e-002
10413	5.0717e-002
10413	5.269e-002
10414	4.0957e-002
10414	3.8026e-002
10415	5.7385e-002
10415	4.8043e-002
10416	4.4314e-002
10416	3.3789e-002
10417	6.687e-002
10417	6.2846e-002
10418	4.3968e-002
10418	4.1053e-002
10419	5.0231e-002
10419	5.5655e-002
10420	6.0175e-002
10420	5.7946e-002
10421	4.3606e-002
10421	4.8566e-002
10422	2.9514e-002
10422	2.9042e-002
10423	1.9939e-002
10423	2.3897e-002
10424	3.4102e-002
10424	3.6382e-002
10425	2.9974e-002
10425	4.4102e-002
10426	3.113e-002
10426	3.6321e-002
10427	5.3174e-002
10427	5.8131e-002
10428	7.3163e-002
10428	6.1407e-002
10429	5.9742e-002
10429	5.2102e-002
10430	5.3352e-002
10430	5.7292e-002
10431	3.3734e-002
10431	2.4258e-002
10432	3.4016e-002
10432	2.8328e-002
10433	2.7702e-002
10433	3.2341e-002
10434	3.052e-002
10434	2.9494e-002
10435	3.9394e-002
10435	5.9742e-002
10436	3.2059e-002
10436	2.8166e-002
10437	6.7746e-002
10437	6.5719e-002
10438	5.3103e-002
10438	5.3181e-002
10439	3.8405e-002
10439	3.4294e-002
10440	4.4662e-002
10440	4.7489e-002
10441	4.5844e-002
10441	3.7804e-002
10442	3.4982e-002
10442	3.5589e-002
10443	4.7308e-002
10443	5.4048e-002
10444	3.8543e-002
10444	3.6137e-002
10445	3.0054e-002
10445	2.6737e-002
10446	3.647e-002
10446	3.1929e-002
10447	3.2901e-002
10447	4.1031e-002
10448	2.9627e-002
10448	4.4149e-002
10449	5.1544e-002
10449	6.0527e-002
10450	2.9119e-002
10450	4.5481e-002
10451	6.7233e-002
10451	5.5653e-002
10452	9.7257e-003
10452	1.0257e-002
10453	1.3915e-002
10453	1.3901e-002
10454	2.7851e-002
10454	3.2439e-002
10455	2.531e-002
10455	2.4907e-002
10456	3.635e-002
10456	3.5885e-002
10457	2.9324e-002
10457	2.7161e-002
10458	2.5295e-002
10458	2.5199e-002
10459	1.9471e-002
10459	1.5832e-002
10460	1.6471e-002
10460	1.435e-002
10461	2.7986e-002
10461	2.8327e-002
10462	1.2814e-002
10462	1.3626e-002
10463	3.095e-002
10463	2.9077e-002
10464	3.3999e-002
10464	3.0642e-002
10465	5.4546e-003
10465	1.1148e-002
10466	1.0517e-002
10466	1.506e-002
10467	8.9521e-003
10467	8.897e-003
10468	3.9664e-002
10468	3.5536e-002
10469	0.
10469	0.
10470	2.602e-002
10470	2.0588e-002
10471	9.528e-003
10471	1.3723e-002
10472	3.4946e-002
10472	3.1276e-002
10473	2.6733e-002
10473	2.6553e-002
10474	1.1839e-002
10474	1.0027e-002
10475	1.2336e-002
10475	1.0483e-002
10476	2.4768e-002
10476	2.2139e-002
10477	3.7775e-002
10477	3.8087e-002
10478	1.6647e-002
10478	1.6937e-002
10479	0.
10479	0.
10480	0.
10480	0.
10481	7.2277e-003
10481	1.392e-002
10482	4.5969e-002
10482	6.3348e-002
10483	7.414e-003
10483	1.9309e-002
10484	3.3353e-002
10484	6.3654e-002
10485	6.6802e-002
10485	9.8338e-002
10486	0.
10486	0.
10487	0.
10487	0.
10488	2.8294e-002
10488	3.364e-002
10489	2.1679e-002
10489	2.4623e-002
10490	3.6761e-002
10490	3.3751e-002
10491	2.3551e-002
10491	2.9464e-002
10492	0.
10492	0.
10493	0.
10493	0.
10494	0.
10494	0.
10495	0.
10495	0.
10496	0.
10496	0.
10497	0.
10497	0.
10498	0.
10498	0.
10499	0.
10499	0.
10500	0.
10500	0.
10501	0.
10501	0.
10502	0.
10502	0.
10503	0.
10503	0.
10504	0.
10504	0.
10505	0.
10505	0.
10506	0.
10506	0.
10507	0.
10507	0.
10508	0.
10508	0.
10509	0.
10509	0.
10510	0.
10510	0.
10511	0.
10511	0.
10512	0.
10512	0.
10513	0.
10513	0.
10514	0.
10514	0.
10515	0.
10515	0.
10516	0.
10516	0.
10517	0.
10517	0.
10518	0.
10518	0.
10519	0.
10519	0.
10520	0.
10520	0.
10521	0.
10521	0.
10522	0.
10522	0.
10523	0.
10523	0.
10524	0.
10524	0.
10525	0.
10525	0.
10526	0.
10526	0.
10527	0.
10527	0.
10528	0.
10528	0.
10529	0.
10529	0.
10530	0.
10530	0.
10531	0.
10531	0.
10532	0.
10532	0.
10533	0.
10533	0.
10534	0.
10534	0.
10535	0.
10535	0.
10536	0.
10536	0.
10537	0.
10537	0.
10538	0.
10538	0.
10539	0.
10539	0.
10540	0.
10540	0.
10541	0.
10541	0.
10542	0.
10542	0.
10543	0.
10543	0.
10544	0.
10544	0.
10545	0.
10545	0.
10546	0.
10546	0.
10547	0.
10547	0.
10548	0.
10548	0.
10549	0.
10549	0.
10550	0.
10550	0.
10551	0.
10551	0.
10552	0.
10552	0.
10553	0.
10553	0.
10554	0.
10554	0.
10555	0.
10555	0.
10556	0.
10556	0.
10557	0.
10557	0.
10558	0.
10558	0.
10559	0.
10559	0.
10560	0.
10560	0.
10561	0.
10561	0.
10562	0.
10562	0.
10563	0.
10563	0.
10564	0.
10564	0.
10565	0.
10565	0.
10566	0.
10566	0.
10567	0.
10567	0.
10568	0.
10568	0.
10569	0.
10569	0.
10570	0.
10570	0.
10571	0.
10571	0.
10572	0.
10572	0.
10573	0.
10573	0.
10574	0.
10574	0.
10575	1.3666e-003
10575	2.0727e-003
10576	1.7914e-002
10576	1.3123e-002
10577	1.4792e-002
10577	8.7051e-003
10578	2.7353e-002
10578	1.3024e-002
10579	2.3032e-002
10579	7.0756e-003
10580	1.0135e-002
10580	1.6958e-002
10581	9.6411e-003
10581	1.3488e-002
10582	7.2397e-003
10582	1.3041e-002
10583	1.0587e-002
10583	1.2133e-002
10584	2.3567e-002
10584	7.8164e-003
10585	2.0096e-002
10585	9.1896e-003
10586	2.4921e-002
10586	1.8896e-002
10587	2.4299e-002
10587	9.131e-003
10588	1.2655e-002
10588	1.4789e-002
10589	1.2186e-002
10589	1.0474e-002
10590	1.1365e-002
10590	1.3167e-002
10591	6.7026e-003
10591	1.5603e-002
10592	1.7755e-002
10592	1.2029e-002
10593	1.5139e-002
10593	1.1397e-002
10594	1.7628e-002
10594	9.498e-003
10595	2.0182e-002
10595	9.9285e-003
10596	2.236e-002
10596	8.1388e-003
10597	2.2419e-002
10597	6.721e-003
10598	1.4088e-002
10598	2.0074e-002
10599	1.2766e-002
10599	9.7886e-003
10600	1.1726e-002
10600	1.495e-002
10601	1.2873e-002
10601	1.2189e-002
10602	1.2736e-002
10602	9.6039e-003
10603	1.9311e-002
10603	1.5425e-002
10604	1.8e-002
10604	1.0339e-002
10605	1.8837e-002
10605	1.9052e-002
10606	1.7588e-002
10606	1.1938e-002
10607	1.1493e-002
10607	1.2161e-002
10608	1.6443e-002
10608	1.4613e-002
10609	1.5693e-002
10609	1.3413e-002
10610	1.7685e-002
10610	1.2682e-002
10611	1.6166e-002
10611	7.0173e-003
10612	1.2877e-002
10612	1.1733e-002
10613	1.4065e-002
10613	1.9163e-002
10614	9.3425e-003
10614	8.2864e-003
10615	6.5816e-003
10615	1.5733e-002
10616	1.2225e-002
10616	2.0747e-002
10617	1.3983e-002
10617	8.4538e-003
10618	1.8701e-002
10618	1.8101e-002
10619	1.7826e-002
10619	1.2202e-002
10620	2.1018e-002
10620	1.2607e-002
10621	2.3076e-002
10621	1.0765e-002
10622	2.2835e-002
10622	1.8664e-002
10623	3.5419e-002
10623	1.916e-002
10624	2.2832e-002
10624	2.779e-002
10625	1.9547e-002
10625	1.3876e-002
10626	1.9621e-002
10626	2.1845e-002
10627	1.4205e-002
10627	2.7329e-002
10628	3.4534e-002
10628	3.1608e-002
10629	4.2478e-002
10629	3.5413e-002
10630	1.5466e-002
10630	1.1746e-002
10631	2.8128e-002
10631	2.6476e-002
10632	1.5494e-002
10632	1.2466e-002
10633	2.4777e-002
10633	2.6854e-002
10634	2.6002e-002
10634	2.6417e-002
10635	2.6816e-002
10635	2.4636e-002
10636	5.0519e-002
10636	3.9357e-002
10637	1.7587e-002
10637	7.6827e-003
10638	1.5454e-002
10638	1.3726e-002
10639	2.2418e-002
10639	1.3607e-002
10640	1.925e-002
10640	1.6578e-002
10641	1.7409e-002
10641	3.2202e-002
10642	2.3412e-002
10642	1.9521e-002
10643	2.0729e-002
10643	2.7071e-002
10644	1.7497e-002
10644	7.768e-003
10645	2.8111e-002
10645	1.8176e-002
10646	2.3372e-002
10646	1.6156e-002
10647	2.5573e-002
10647	4.2938e-002
10648	3.2459e-002
10648	1.9955e-002
10649	3.7222e-002
10649	3.449e-002
10650	2.4524e-002
10650	1.8798e-002
10651	2.5706e-002
10651	2.2458e-002
10652	1.1491e-002
10652	1.5976e-002
10653	3.5722e-002
10653	2.7888e-002
10654	2.4164e-002
10654	1.8263e-002
10655	2.499e-002
10655	2.3874e-002
10656	4.0172e-002
10656	3.9566e-002
10657	2.7722e-002
10657	2.6555e-002
10658	3.4738e-002
10658	3.3844e-002
10659	2.0831e-002
10659	2.5259e-002
10660	2.5653e-002
10660	2.0396e-002
10661	4.4267e-002
10661	4.0262e-002
10662	2.7583e-002
10662	2.6525e-002
10663	1.8542e-002
10663	2.2284e-002
10664	2.2331e-002
10664	1.4184e-002
10665	2.2032e-002
10665	2.3933e-002
10666	2.0707e-002
10666	3.1028e-002
10667	1.871e-002
10667	2.2431e-002
10668	1.5008e-002
10668	9.6771e-003
10669	1.8686e-002
10669	2.0707e-002
10670	2.3291e-002
10670	3.4327e-002
10671	1.5995e-002
10671	1.7703e-002
10672	1.9743e-002
10672	1.9413e-002
10673	3.293e-002
10673	4.3958e-002
10674	3.3964e-002
10674	3.1787e-002
10675	2.7181e-002
10675	2.9857e-002
10676	2.8782e-002
10676	3.0967e-002
10677	3.909e-002
10677	3.035e-002
10678	2.9742e-002
10678	3.4821e-002
10679	3.0528e-002
10679	3.8349e-002
10680	5.0071e-002
10680	5.3735e-002
10681	4.0068e-002
10681	4.2929e-002
10682	3.5053e-002
10682	3.1798e-002
10683	3.0127e-002
10683	3.4233e-002
10684	2.508e-002
10684	3.2109e-002
10685	1.8966e-002
10685	2.1371e-002
10686	1.9173e-002
10686	2.9121e-002
10687	2.3056e-002
10687	5.6145e-002
10688	3.3552e-002
10688	3.8368e-002
10689	2.2536e-002
10689	3.4408e-002
10690	2.2486e-002
10690	2.6222e-002
10691	3.3623e-002
10691	3.6808e-002
10692	3.1287e-002
10692	2.7166e-002
10693	2.6911e-002
10693	3.5934e-002
10694	5.7242e-002
10694	5.33e-002
10695	2.3362e-002
10695	2.242e-002
10696	2.2659e-002
10696	1.7333e-002
10697	2.1667e-002
10697	1.8767e-002
10698	3.2937e-002
10698	2.691e-002
10699	2.5079e-002
10699	3.1238e-002
10700	2.3208e-002
10700	2.5164e-002
10701	3.2234e-002
10701	2.0519e-002
10702	2.6872e-002
10702	2.7381e-002
10703	1.939e-002
10703	2.7875e-002
10704	1.7782e-002
10704	2.4348e-002
10705	3.3284e-002
10705	3.4816e-002
10706	4.1112e-002
10706	3.7062e-002
10707	2.7918e-002
10707	2.4274e-002
10708	3.3302e-002
10708	3.0507e-002
10709	1.6148e-002
10709	1.4294e-002
10710	3.798e-002
10710	2.8787e-002
10711	1.7848e-002
10711	1.5424e-002
10712	8.591e-003
10712	1.4343e-002
10713	3.7765e-002
10713	3.5884e-002
10714	1.9245e-002
10714	1.8298e-002
10715	1.3366e-002
10715	2.5559e-002
10716	3.1674e-002
10716	3.1998e-002
10717	2.5551e-002
10717	1.9326e-002
10718	4.9388e-002
10718	3.7708e-002
10719	1.3272e-002
10719	2.0482e-002
10720	2.3924e-002
10720	2.0442e-002
10721	3.0141e-002
10721	2.7574e-002
10722	2.0026e-002
10722	1.7912e-002
10723	1.8777e-002
10723	2.0648e-002
10724	1.8826e-002
10724	1.7022e-002
10725	1.0924e-002
10725	1.5308e-002
10726	2.7526e-002
10726	2.0307e-002
10727	3.8699e-002
10727	2.9671e-002
10728	2.6635e-002
10728	3.294e-002
10729	1.9103e-002
10729	2.4668e-002
10730	1.8213e-002
10730	2.8287e-002
10731	3.204e-002
10731	3.7357e-002
10732	3.1874e-002
10732	3.1618e-002
10733	4.0378e-002
10733	2.4505e-002
10734	3.4141e-002
10734	3.1943e-002
10735	3.177e-002
10735	3.2939e-002
10736	3.8479e-002
10736	3.7932e-002
10737	1.4517e-002
10737	3.9329e-002
10738	2.3206e-002
10738	3.3929e-002
10739	4.0059e-002
10739	1.9304e-002
10740	3.7541e-002
10740	2.1284e-002
10741	1.9796e-002
10741	4.3635e-002
10742	5.846e-002
10742	3.8634e-002
10743	2.5185e-002
10743	2.5701e-002
10744	2.6574e-002
10744	2.7946e-002
10745	4.7316e-002
10745	4.1221e-002
10746	2.9256e-002
10746	2.9803e-002
10747	3.4017e-002
10747	3.1371e-002
10748	2.6138e-002
10748	2.8721e-002
10749	2.9626e-002
10749	3.1997e-002
10750	2.8159e-002
10750	3.1577e-002
10751	2.7848e-002
10751	1.9054e-002
10752	3.9751e-002
10752	1.7778e-002
10753	2.6399e-002
10753	2.4053e-002
10754	3.6857e-002
10754	3.7156e-002
10755	3.85e-002
10755	3.4474e-002
10756	1.8526e-002
10756	3.6528e-002
10757	1.6142e-002
10757	2.8309e-002
10758	1.0341e-002
10758	2.3329e-002
10759	2.3286e-002
10759	3.8564e-002
10760	4.1672e-002
10760	4.6154e-002
10761	1.8547e-002
10761	3.3089e-002
10762	2.4195e-002
10762	3.9209e-002
10763	2.3074e-002
10763	1.6195e-002
10764	2.5069e-002
10764	2.0626e-002
10765	3.6145e-002
10765	3.3716e-002
10766	2.2552e-002
10766	2.9495e-002
10767	2.817e-002
10767	3.1483e-002
10768	3.6754e-002
10768	4.0369e-002
10769	1.3887e-002
10769	2.5311e-002
10770	4.5607e-002
10770	4.24e-002
10771	1.8586e-002
10771	1.7082e-002
10772	4.0011e-002
10772	4.5084e-002
10773	3.0969e-002
10773	3.9663e-002
10774	1.9618e-002
10774	2.9275e-002
10775	2.5523e-002
10775	3.7413e-002
10776	1.4908e-002
10776	2.7668e-002
10777	2.8835e-002
10777	3.146e-002
10778	2.5797e-002
10778	2.4127e-002
10779	1.6005e-002
10779	1.8593e-002
10780	4.2261e-002
10780	5.0334e-002
10781	1.7997e-002
10781	1.8226e-002
10782	2.6676e-002
10782	2.8783e-002
10783	1.9603e-002
10783	1.6431e-002
10784	2.8325e-002
10784	2.293e-002
10785	1.7156e-002
10785	2.0275e-002
10786	3.995e-002
10786	3.5532e-002
10787	1.6921e-002
10787	1.6502e-002
10788	2.0514e-002
10788	1.8777e-002
10789	3.4262e-002
10789	3.1743e-002
10790	3.684e-002
10790	3.6292e-002
10791	4.1751e-002
10791	3.3431e-002
10792	1.8626e-002
10792	2.1835e-002
10793	3.2104e-002
10793	2.181e-002
10794	2.1488e-002
10794	2.3031e-002
10795	2.6408e-002
10795	1.4905e-002
10796	1.5631e-002
10796	1.7687e-002
10797	3.394e-002
10797	4.0663e-002
10798	1.9167e-002
10798	2.0794e-002
10799	1.9046e-002
10799	2.532e-002
10800	1.7903e-002
10800	1.6935e-002
10801	1.5716e-002
10801	1.7874e-002
10802	1.7341e-002
10802	1.4852e-002
10803	2.4455e-002
10803	2.241e-002
10804	3.6669e-002
10804	5.0176e-002
10805	1.5567e-002
10805	1.5641e-002
10806	4.2371e-002
10806	3.3093e-002
10807	2.6285e-002
10807	1.9831e-002
10808	2.4435e-002
10808	3.3867e-002
10809	3.9124e-002
10809	3.0774e-002
10810	2.7961e-002
10810	2.7827e-002
10811	2.5422e-002
10811	3.553e-002
10812	3.1629e-002
10812	3.63e-002
10813	3.6504e-002
10813	3.984e-002
10814	3.3018e-002
10814	3.3475e-002
10815	4.2101e-002
10815	2.7073e-002
10816	3.0061e-002
10816	3.8215e-002
10817	2.0837e-002
10817	3.044e-002
10818	2.9194e-002
10818	3.3662e-002
10819	2.3567e-002
10819	3.8483e-002
10820	3.1149e-002
10820	2.633e-002
10821	1.6317e-002
10821	2.0518e-002
10822	2.4092e-002
10822	3.6722e-002
10823	1.809e-002
10823	2.7736e-002
10824	2.2933e-002
10824	2.6791e-002
10825	3.9521e-002
10825	5.0356e-002
10826	2.445e-002
10826	1.8581e-002
10827	3.4074e-002
10827	3.105e-002
10828	4.7844e-002
10828	5.1107e-002
10829	3.2434e-002
10829	3.1673e-002
10830	3.6268e-002
10830	2.4284e-002
10831	2.618e-002
10831	2.3033e-002
10832	2.9201e-002
10832	2.1511e-002
10833	4.0693e-002
10833	4.1057e-002
10834	2.168e-002
10834	2.5584e-002
10835	1.6454e-002
10835	1.9516e-002
10836	2.4862e-002
10836	2.768e-002
10837	2.9077e-002
10837	4.2525e-002
10838	3.2575e-002
