Node Number	Equivalent (von-Mises) Stress (Pa)
5672	2.8402e+006
5673	1.3114e+006
5673	1.5986e+006
5674	2.2859e+006
5674	1.522e+006
5675	2.6003e+006
5675	2.2948e+006
5676	1.7878e+006
5676	1.6998e+006
5677	1.7836e+006
5677	2.4575e+006
5678	6.2586e+005
5678	7.446e+006
5679	1.4614e+006
5679	1.557e+006
5680	1.2743e+006
5680	1.3793e+006
5681	1.2918e+006
5681	1.6019e+006
5682	1.7195e+006
5682	2.9247e+006
5683	1.4245e+006
5683	1.8853e+006
5684	3.3147e+006
5684	4.6422e+006
5685	1.2228e+006
5685	1.8373e+006
5686	2.3533e+006
5686	2.4049e+006
5687	7.6008e+005
5687	5.8937e+005
5688	2.4971e+006
5688	8.0676e+005
5689	1.4429e+006
5689	3.5708e+005
5690	9.8233e+005
5690	9.9484e+005
5691	1.305e+006
5691	2.2131e+006
5692	6.4447e+006
5692	3.1189e+006
5693	3.1616e+006
5693	1.8987e+006
5694	3.2186e+006
5694	4.1325e+006
5695	4.2148e+006
5695	3.024e+006
5696	2.5793e+006
5696	3.1166e+006
5697	4.2742e+006
5697	4.3913e+006
5698	2.2906e+006
5698	2.886e+006
5699	2.9558e+006
5699	2.6898e+006
5700	1.184e+006
5700	1.7923e+006
5701	1.8143e+006
5701	1.7365e+006
5702	1.995e+006
5702	1.6378e+006
5703	9.4552e+005
5703	1.1672e+006
5704	1.6239e+006
5704	2.0377e+006
5705	2.0456e+006
5705	1.8296e+006
5706	2.0234e+006
5706	1.5503e+006
5707	2.3238e+006
5707	2.7172e+006
5708	2.1249e+006
5708	2.0456e+006
5709	1.0789e+006
5709	2.9165e+006
5710	2.8144e+006
5710	1.3783e+006
5711	2.0753e+006
5711	2.1378e+006
5712	7.2561e+005
5712	9.0414e+005
5713	1.2259e+006
5713	1.5132e+006
5714	2.2891e+006
5714	1.837e+006
5715	1.2948e+006
5715	1.4324e+006
5716	2.3884e+006
5716	2.1586e+006
5717	4.9418e+005
5717	1.1698e+006
5718	8.5739e+005
5718	6.5094e+005
5719	8.5245e+005
5719	7.9591e+005
5720	1.4487e+006
5720	1.2818e+006
5721	1.5029e+006
5721	1.3947e+006
5722	1.4052e+006
5722	1.0942e+006
5723	1.787e+006
5723	2.6938e+006
5724	2.232e+006
5724	2.474e+006
5725	2.4705e+006
5725	2.5458e+006
5726	0.
5726	0.
5727	1.0164e+006
5727	6.5427e+005
5728	1.9859e+006
5728	1.4315e+006
5729	2.0229e+006
5729	1.8776e+006
5730	1.8226e+005
5730	6.5331e+005
5731	4.5267e+005
5731	1.2942e+006
5732	0.
5732	0.
5733	0.
5733	0.
5734	0.
5734	0.
5735	1.1997e+006
5735	1.4637e+006
5736	8.9367e+005
5736	1.3746e+006
5737	0.
5737	0.
5738	0.
5738	0.
5739	0.
5739	0.
5740	0.
5740	0.
5741	4.8378e+005
5741	1.3769e+005
5742	1.7547e+006
5742	4.9347e+005
5743	2.0147e+006
5743	5.0178e+005
5744	1.2852e+006
5744	1.083e+006
5745	0.
5745	0.
5746	0.
5746	0.
5747	0.
5747	0.
5748	0.
5748	0.
5749	6.812e+005
5749	6.4497e+005
5750	0.
5750	0.
5751	0.
5751	0.
5752	0.
5752	0.
5753	0.
5753	0.
5754	0.
5754	0.
5755	0.
5755	0.
5756	0.
5756	0.
5757	0.
5757	0.
5758	0.
5758	0.
5759	0.
5759	0.
5760	0.
5760	0.
5761	0.
5761	0.
5762	0.
5762	0.
5763	0.
5763	0.
5764	0.
5764	0.
5765	0.
5765	0.
5766	0.
5766	0.
5767	0.
5767	0.
5768	0.
5768	0.
5769	0.
5769	0.
5770	0.
5770	0.
5771	0.
5771	0.
5772	0.
5772	0.
5773	0.
5773	0.
5774	0.
5774	0.
5775	0.
5775	0.
5776	0.
5776	0.
5777	0.
5777	0.
5778	0.
5778	0.
5779	0.
5779	0.
5780	0.
5780	0.
5781	0.
5781	0.
5782	0.
5782	0.
5783	0.
5783	0.
5784	0.
5784	0.
5785	0.
5785	0.
5786	0.
5786	0.
5787	0.
5787	0.
5788	0.
5788	0.
5789	0.
5789	0.
5790	0.
5790	0.
5791	0.
5791	0.
5792	0.
5792	0.
5793	0.
5793	0.
5794	9.6307e+005
5794	1.2916e+006
5795	2.2987e+006
5795	2.9434e+006
5796	8.4745e+005
5796	1.134e+006
5797	1.8153e+006
5797	1.2048e+006
5798	9.0753e+005
5798	1.2503e+006
5799	1.6878e+006
5799	2.8468e+006
5800	1.2102e+006
5800	1.6449e+006
5801	2.4844e+006
5801	7.1978e+005
5802	1.809e+006
5802	8.9815e+005
5803	3.0419e+006
5803	2.2065e+006
5804	1.9537e+006
5804	8.426e+005
5805	2.0765e+006
5805	2.367e+006
5806	1.2426e+006
5806	1.0697e+006
5807	1.0523e+006
5807	1.5772e+006
5808	1.6189e+006
5808	1.275e+006
5809	1.7307e+006
5809	1.5832e+006
5810	1.4296e+006
5810	1.1822e+006
5811	9.9794e+005
5811	1.3165e+006
5812	1.8934e+006
5812	2.0308e+006
5813	1.0816e+006
5813	9.7788e+005
5814	1.9045e+006
5814	1.586e+006
5815	1.9166e+006
5815	1.9536e+006
5816	1.7911e+006
5816	1.1646e+006
5817	1.8837e+006
5817	1.7782e+006
5818	1.6091e+006
5818	1.6039e+006
5819	9.1778e+005
5819	1.6096e+006
5820	1.369e+006
5820	1.2535e+006
5821	2.2644e+006
5821	1.6251e+006
5822	1.6058e+006
5822	1.4183e+006
5823	1.2669e+006
5823	7.092e+005
5824	1.1393e+006
5824	1.2584e+006
5825	2.0739e+006
5825	1.8959e+006
5826	1.081e+006
5826	1.5268e+006
5827	1.3531e+006
5827	2.6275e+006
5828	1.8945e+006
5828	1.4577e+006
5829	1.9439e+006
5829	2.1377e+006
5830	1.0737e+006
5830	9.3629e+005
5831	1.1746e+006
5831	7.4006e+005
5832	1.1778e+006
5832	4.931e+005
5833	5.3449e+005
5833	3.3307e+005
5834	1.9875e+006
5834	1.6336e+006
5835	1.8368e+006
5835	2.3413e+006
5836	1.0901e+006
5836	3.984e+005
5837	1.4715e+006
5837	3.3409e+005
5838	6.0706e+005
5838	1.4944e+006
5839	7.1474e+005
5839	9.5221e+005
5840	1.379e+006
5840	6.7018e+005
5841	1.5635e+006
5841	1.5515e+006
5842	1.7021e+006
5842	1.2218e+006
5843	1.3459e+006
5843	1.8125e+006
5844	1.9488e+006
5844	1.2954e+006
5845	9.7082e+005
5845	9.9959e+005
5846	6.6731e+005
5846	9.7942e+005
5847	1.0298e+006
5847	1.3532e+006
5848	3.1327e+006
5848	3.1497e+006
5849	1.2834e+006
5849	1.2287e+006
5850	1.112e+006
5850	7.7052e+005
5851	9.7649e+005
5851	1.0718e+006
5852	1.2818e+006
5852	1.6442e+006
5853	1.2261e+006
5853	2.2887e+006
5854	3.2691e+006
5854	3.2558e+006
5855	2.2482e+006
5855	1.0463e+006
5856	3.6213e+006
5856	3.6186e+006
5857	2.4932e+006
5857	1.5533e+006
5858	9.4615e+005
5858	8.3757e+005
5859	7.0281e+005
5859	7.6235e+005
5860	1.8385e+006
5860	3.7717e+005
5861	5.9635e+005
5861	1.0783e+006
5862	8.539e+005
5862	1.6823e+006
5863	1.6867e+006
5863	1.7942e+006
5864	3.5719e+006
5864	3.4076e+006
5865	1.3277e+006
5865	1.107e+006
5866	2.5575e+006
5866	1.5775e+006
5867	3.8507e+006
5867	3.4379e+006
5868	2.3087e+006
5868	1.8718e+006
5869	5.9956e+005
5869	1.2367e+006
5870	1.3154e+006
5870	1.6565e+006
5871	1.0784e+006
5871	1.8736e+006
5872	1.3895e+006
5872	1.2924e+006
5873	3.3208e+006
5873	3.8323e+006
5874	2.512e+006
5874	1.7664e+006
5875	2.5635e+006
5875	2.2937e+006
5876	2.7953e+006
5876	1.7004e+006
5877	3.2323e+006
5877	2.8761e+006
5878	5.2491e+006
5878	5.6791e+006
5879	4.5308e+006
5879	3.8802e+006
5880	4.4132e+006
5880	4.6846e+006
5881	4.8892e+006
5881	3.421e+006
5882	5.1392e+006
5882	6.8452e+006
5883	2.4329e+006
5883	2.8742e+006
5884	3.9262e+006
5884	3.6374e+006
5885	2.5926e+006
5885	3.2389e+006
5886	4.4845e+006
5886	4.1708e+006
5887	4.4408e+006
5887	4.1446e+006
5888	5.1815e+006
5888	4.1274e+006
5889	4.2167e+006
5889	4.287e+006
5890	2.7445e+006
5890	4.1575e+006
5891	3.4857e+006
5891	3.8026e+006
5892	3.746e+006
5892	3.7501e+006
5893	4.6398e+006
5893	5.0079e+006
5894	4.0146e+006
5894	2.5268e+006
5895	3.809e+006
5895	4.8567e+006
5896	4.1892e+006
5896	3.9515e+006
5897	6.6678e+006
5897	5.0948e+006
5898	2.3209e+006
5898	2.7449e+006
5899	1.083e+006
5899	1.5099e+006
5900	7.2195e+005
5900	3.9904e+005
5901	8.2229e+005
5901	1.3154e+006
5902	2.569e+006
5902	2.1511e+006
5903	2.4531e+006
5903	3.1552e+006
5904	4.2243e+006
5904	3.9767e+006
5905	1.4109e+006
5905	1.403e+006
5906	2.4101e+006
5906	2.2133e+006
5907	4.9494e+006
5907	4.4042e+006
5908	1.9125e+006
5908	2.8188e+006
5909	7.5062e+005
5909	8.4621e+005
5910	1.7077e+006
5910	2.0649e+006
5911	2.3217e+006
5911	3.0454e+006
5912	3.2694e+005
5912	2.2079e+006
5913	5.9339e+005
5913	1.0182e+006
5914	1.358e+006
5914	1.7968e+006
5915	1.1082e+006
5915	1.4478e+006
5916	1.4988e+006
5916	5.3181e+005
5917	4.4343e+006
5917	3.955e+006
5918	1.743e+006
5918	1.0008e+006
5919	1.5645e+006
5919	1.9068e+006
5920	1.5115e+006
5920	2.1013e+006
5921	2.0913e+006
5921	2.2832e+006
5922	8.4796e+005
5922	6.1886e+005
5923	2.6475e+006
5923	3.3716e+006
5924	2.2299e+006
5924	1.9088e+006
5925	9.2363e+005
5925	1.1981e+006
5926	1.353e+006
5926	1.38e+006
5927	4.3957e+006
5927	3.6647e+006
5928	1.8945e+006
5928	2.4971e+006
5929	1.2729e+006
5929	1.5952e+006
5930	2.0183e+006
5930	6.631e+005
5931	3.5894e+006
5931	1.7788e+006
5932	1.9326e+006
5932	1.4967e+006
5933	3.682e+006
5933	4.9006e+006
5934	3.8876e+006
5934	2.854e+006
5935	4.0458e+006
5935	3.3787e+006
5936	5.4335e+006
5936	5.7934e+006
5937	4.2631e+006
5937	4.6218e+006
5938	1.4398e+006
5938	3.0766e+006
5939	2.2656e+006
5939	2.2561e+006
5940	3.9209e+006
5940	5.2793e+006
5941	3.9259e+006
5941	4.2766e+006
5942	3.6039e+006
5942	2.5825e+006
5943	3.747e+006
5943	3.6342e+006
5944	4.3238e+006
5944	4.648e+006
5945	3.1735e+006
5945	2.7071e+006
5946	3.3752e+006
5946	4.3433e+006
5947	3.2883e+006
5947	2.8081e+006
5948	4.1529e+006
5948	5.4697e+006
5949	2.1984e+006
5949	3.7592e+006
5950	3.6018e+006
5950	3.0633e+006
5951	3.3604e+006
5951	3.3378e+006
5952	4.1202e+006
5952	4.4691e+006
5953	4.4195e+006
5953	3.7027e+006
5954	2.2785e+006
5954	3.5e+006
5955	3.2296e+006
5955	3.1434e+006
5956	3.5928e+006
5956	2.3555e+006
5957	4.7793e+006
5957	2.923e+006
5958	3.7466e+006
5958	4.6395e+006
5959	3.622e+006
5959	4.3252e+006
5960	4.091e+006
5960	3.8771e+006
5961	2.7356e+006
5961	3.7654e+006
5962	4.6538e+006
5962	2.4613e+006
5963	3.8086e+006
5963	4.1772e+006
5964	2.5879e+006
5964	1.6036e+006
5965	1.1179e+006
5965	1.4822e+006
5966	3.0886e+006
5966	3.413e+006
5967	1.7052e+006
5967	9.9746e+005
5968	9.4391e+005
5968	1.741e+006
5969	1.1276e+006
5969	8.4873e+005
5970	4.4708e+005
5970	3.5672e+005
5971	6.348e+005
5971	3.2188e+005
5972	1.3642e+006
5972	9.9003e+005
5973	1.1976e+006
5973	1.3597e+006
5974	2.5245e+006
5974	3.095e+006
5975	1.1302e+006
5975	1.444e+006
5976	1.0188e+006
5976	9.4064e+005
5977	1.5165e+006
5977	1.6098e+006
5978	1.8708e+006
5978	1.2667e+006
5979	2.1184e+006
5979	1.709e+006
5980	1.2775e+006
5980	2.0876e+006
5981	3.4264e+006
5981	2.7471e+006
5982	1.7258e+006
5982	9.6472e+005
5983	1.1995e+006
5983	9.6377e+005
5984	1.53e+006
5984	2.1744e+006
5985	8.9295e+005
5985	9.091e+005
5986	1.8945e+006
5986	1.6453e+006
5987	1.438e+006
5987	9.1927e+005
5988	1.1066e+006
5988	8.6553e+005
5989	8.4339e+005
5989	8.0951e+005
5990	8.0426e+005
5990	1.2742e+006
5991	4.1898e+006
5991	4.1592e+006
5992	5.5569e+006
5992	3.9013e+006
5993	2.029e+006
5993	3.3297e+006
5994	2.6658e+006
5994	2.5803e+006
5995	3.2947e+006
5995	3.644e+006
5996	1.5353e+006
5996	2.6563e+006
5997	3.256e+006
5997	2.9372e+006
5998	2.8791e+006
5998	3.7814e+006
5999	2.7274e+006
5999	1.2922e+006
6000	3.8051e+006
6000	1.8281e+006
6001	4.6752e+006
6001	3.5735e+006
6002	2.1975e+006
6002	3.5058e+006
6003	4.0886e+006
6003	2.9684e+006
6004	4.2134e+006
6004	4.8147e+006
6005	2.7535e+006
6005	2.7189e+006
6006	4.7273e+006
6006	4.0631e+006
6007	4.2895e+006
6007	4.4865e+006
6008	3.5213e+006
6008	3.8173e+006
6009	4.0545e+006
6009	3.5713e+006
6010	3.8075e+006
6010	3.3678e+006
6011	4.6156e+006
6011	4.2682e+006
6012	5.9832e+006
6012	6.1524e+006
6013	4.7135e+006
6013	4.3057e+006
6014	2.8679e+006
6014	2.9749e+006
6015	3.569e+006
6015	4.9813e+006
6016	3.689e+006
6016	3.4757e+006
6017	3.7407e+006
6017	3.9798e+006
6018	3.146e+006
6018	3.1887e+006
6019	4.3759e+006
6019	4.0414e+006
6020	4.6968e+006
6020	5.0859e+006
6021	2.1514e+006
6021	3.1094e+006
6022	4.1951e+006
6022	3.2066e+006
6023	2.2851e+006
6023	3.0419e+006
6024	3.8024e+006
6024	4.7378e+006
6025	3.2557e+006
6025	3.2405e+006
6026	2.9126e+006
6026	3.0668e+006
6027	2.5622e+006
6027	2.7839e+006
6028	1.5015e+006
6028	1.4193e+006
6029	3.1679e+006
6029	2.9196e+006
6030	3.1867e+006
6030	3.5958e+006
6031	4.3222e+006
6031	4.0177e+006
6032	3.3581e+006
6032	2.7701e+006
6033	1.4963e+006
6033	3.2941e+006
6034	3.1391e+006
6034	2.4166e+006
6035	1.0946e+006
6035	1.2784e+006
6036	3.8278e+006
6036	2.3986e+006
6037	7.055e+005
6037	1.0605e+006
6038	1.0329e+006
6038	1.2826e+006
6039	1.365e+006
6039	7.6236e+005
6040	1.1006e+006
6040	1.305e+006
6041	2.5504e+006
6041	2.0069e+006
6042	8.6089e+005
6042	1.2148e+006
6043	6.1649e+005
6043	7.8116e+005
6044	3.534e+006
6044	3.1156e+006
6045	1.0376e+006
6045	6.0035e+005
6046	1.2082e+006
6046	7.0049e+005
6047	1.0063e+006
6047	1.7456e+006
6048	2.198e+006
6048	1.2167e+006
6049	2.8397e+006
6049	3.7393e+006
6050	1.8461e+006
6050	1.5068e+006
6051	1.1129e+006
6051	1.5093e+006
6052	1.4977e+006
6052	1.5449e+006
6053	9.328e+005
6053	1.4125e+006
6054	1.0595e+006
6054	1.3858e+006
6055	9.4174e+005
6055	1.191e+006
6056	5.5813e+005
6056	1.2343e+006
6057	3.6398e+006
6057	3.4783e+006
6058	3.6028e+006
6058	3.1514e+006
6059	2.3063e+006
6059	2.6685e+006
6060	2.3771e+006
6060	3.3949e+006
6061	3.285e+006
6061	4.0569e+006
6062	3.9823e+006
6062	2.3152e+006
6063	4.3706e+006
6063	3.9236e+006
6064	3.1328e+006
6064	2.8196e+006
6065	2.3931e+006
6065	2.1228e+006
6066	3.4162e+006
6066	2.9372e+006
6067	4.6727e+006
6067	3.3565e+006
6068	3.1494e+006
6068	4.402e+006
6069	2.8518e+006
6069	1.9279e+006
6070	3.1277e+006
6070	4.2394e+006
6071	1.5401e+006
6071	2.4712e+006
6072	2.7427e+006
6072	1.4261e+006
6073	2.3841e+006
6073	2.2626e+006
6074	2.5173e+006
6074	3.7357e+006
6075	1.239e+006
6075	3.0783e+006
6076	3.1541e+006
6076	2.682e+006
6077	2.7379e+006
6077	2.7672e+006
6078	3.3014e+006
6078	3.9628e+006
6079	3.2225e+006
6079	3.93e+006
6080	2.6416e+006
6080	3.9875e+006
6081	3.2417e+006
6081	3.5806e+006
6082	4.4985e+006
6082	4.3589e+006
6083	4.5563e+006
6083	4.1462e+006
6084	3.3147e+006
6084	3.9314e+006
6085	3.6334e+006
6085	4.2417e+006
6086	5.4363e+006
6086	4.5596e+006
6087	1.7854e+006
6087	2.9544e+006
6088	2.5463e+006
6088	2.4384e+006
6089	4.2261e+006
6089	2.1233e+006
6090	2.4708e+006
6090	2.8428e+006
6091	4.1337e+006
6091	5.5356e+006
6092	3.3228e+006
6092	3.6362e+006
6093	2.1962e+006
6093	3.1477e+006
6094	1.0843e+006
6094	3.2771e+006
6095	2.5901e+006
6095	2.89e+006
6096	4.67e+006
6096	3.3913e+006
6097	1.7648e+006
6097	2.6843e+006
6098	3.0693e+006
6098	2.9002e+006
6099	1.2047e+006
6099	1.2797e+006
6100	3.5258e+006
6100	3.573e+006
6101	8.3571e+005
6101	2.0696e+006
6102	3.7735e+006
6102	3.8307e+006
6103	1.6097e+006
6103	1.811e+006
6104	2.0713e+006
6104	1.0348e+006
6105	1.2985e+006
6105	2.051e+006
6106	1.5963e+006
6106	1.775e+006
6107	1.8254e+006
6107	1.2821e+006
6108	2.2268e+006
6108	1.8824e+006
6109	2.1694e+006
6109	2.5274e+006
6110	2.7088e+006
6110	3.8138e+006
6111	2.4949e+006
6111	2.4142e+006
6112	2.3159e+006
6112	1.0077e+006
6113	1.0091e+006
6113	7.1982e+005
6114	1.5857e+006
6114	7.9084e+005
6115	8.3766e+005
6115	1.0876e+006
6116	3.5456e+006
6116	2.2535e+006
6117	2.0192e+006
6117	2.0005e+006
6118	1.2412e+006
6118	1.8011e+006
6119	9.3246e+005
6119	7.0166e+005
6120	7.3506e+005
6120	6.0433e+005
6121	3.4392e+006
6121	4.7601e+006
6122	3.7205e+006
6122	4.7021e+006
6123	3.9693e+006
6123	4.3302e+006
6124	3.1001e+006
6124	2.4188e+006
6125	3.0923e+006
6125	2.403e+006
6126	1.5982e+006
6126	2.2687e+006
6127	3.441e+006
6127	3.0502e+006
6128	4.5868e+006
6128	4.4896e+006
6129	1.9865e+006
6129	4.0498e+006
6130	3.4157e+006
6130	1.7697e+006
6131	2.1488e+006
6131	2.1183e+006
6132	4.2904e+006
6132	4.5645e+006
6133	3.6793e+006
6133	3.0306e+006
6134	2.8514e+006
6134	2.3011e+006
6135	2.2941e+006
6135	2.6321e+006
6136	1.3192e+006
6136	2.2266e+006
6137	3.3881e+006
6137	3.843e+006
6138	2.674e+006
6138	2.6831e+006
6139	2.3721e+006
6139	2.6231e+006
6140	1.5821e+006
6140	9.7892e+005
6141	1.437e+006
6141	1.4369e+006
6142	2.5212e+006
6142	1.2243e+006
6143	2.7983e+006
6143	3.7113e+006
6144	2.6498e+006
6144	2.5111e+006
6145	2.5433e+006
6145	2.5489e+006
6146	1.8734e+006
6146	9.9173e+005
6147	0.
6147	0.
6148	1.6238e+006
6148	7.5246e+005
6149	3.5414e+006
6149	4.1247e+006
6150	1.3626e+006
6150	1.0761e+006
6151	1.0774e+006
6151	6.8774e+005
6152	1.8012e+006
6152	1.0812e+006
6153	0.
6153	0.
6154	0.
6154	0.
6155	1.0484e+006
6155	1.0858e+006
6156	1.849e+006
6156	1.7136e+006
6157	4.2055e+005
6157	1.1955e+006
6158	0.
6158	0.
6159	0.
6159	0.
6160	5.111e+005
6160	5.1677e+005
6161	2.1421e+006
6161	1.8109e+006
6162	2.4352e+005
6162	7.6458e+005
6163	9.5769e+005
6163	7.4031e+005
6164	2.4262e+006
6164	1.2776e+006
6165	6.1534e+005
6165	5.1758e+005
6166	0.
6166	0.
6167	0.
6167	0.
6168	0.
6168	0.
6169	0.
6169	0.
6170	0.
6170	0.
6171	0.
6171	0.
6172	2.1359e+005
6172	1.6498e+005
6173	1.2979e+006
6173	7.4511e+005
6174	1.0317e+006
6174	4.2776e+005
6175	1.0517e+006
6175	5.8136e+005
6176	0.
6176	0.
6177	0.
6177	0.
6178	0.
6178	0.
6179	0.
6179	0.
6180	0.
6180	0.
6181	1.6384e+005
6181	1.0152e+005
6182	0.
6182	0.
6183	3.8629e+005
6183	4.1781e+005
6184	0.
6184	0.
6185	0.
6185	0.
6186	0.
6186	0.
6187	0.
6187	0.
6188	0.
6188	0.
6189	0.
6189	0.
6190	0.
6190	0.
6191	0.
6191	0.
6192	0.
6192	0.
6193	0.
6193	0.
6194	0.
6194	0.
6195	0.
6195	0.
6196	0.
6196	0.
6197	0.
6197	0.
6198	0.
6198	0.
6199	0.
6199	0.
6200	0.
6200	0.
6201	0.
6201	0.
6202	0.
6202	0.
6203	0.
6203	0.
6204	13318
6204	45989
6205	0.
6205	0.
6206	0.
6206	0.
6207	0.
6207	0.
6208	0.
6208	0.
6209	0.
6209	0.
6210	0.
6210	0.
6211	0.
6211	0.
6212	0.
6212	0.
6213	0.
6213	0.
6214	0.
6214	0.
6215	0.
6215	0.
6216	0.
6216	0.
6217	0.
6217	0.
6218	0.
6218	0.
6219	0.
6219	0.
6220	0.
6220	0.
6221	0.
6221	0.
6222	0.
6222	0.
6223	0.
6223	0.
6224	0.
6224	0.
6225	0.
6225	0.
6226	0.
6226	0.
6227	0.
6227	0.
6228	0.
6228	0.
6229	0.
6229	0.
6230	0.
6230	0.
6231	0.
6231	0.
6232	0.
6232	0.
6233	0.
6233	0.
6234	0.
6234	0.
6235	0.
6235	0.
6236	0.
6236	0.
6237	9.1978e+005
6237	1.2825e+006
6238	1.3641e+006
6238	1.781e+006
6239	1.4827e+006
6239	1.8248e+006
6240	9.2676e+005
6240	1.6133e+006
6241	1.596e+006
6241	3.1077e+006
6242	1.6331e+006
6242	1.7093e+006
6243	8.0276e+005
6243	1.2838e+006
6244	2.9171e+006
6244	2.3693e+006
6245	1.2557e+006
6245	1.2104e+006
6246	1.0977e+006
6246	1.1059e+006
6247	1.6179e+006
6247	1.2947e+006
6248	2.6167e+006
6248	2.1052e+006
6249	1.821e+006
6249	1.537e+006
6250	2.8619e+006
6250	3.0476e+006
6251	1.1674e+006
6251	1.3183e+006
6252	1.2919e+006
6252	7.7282e+005
6253	1.3271e+006
6253	9.5765e+005
6254	1.4322e+006
6254	6.8641e+005
6255	2.7391e+006
6255	2.5164e+006
6256	3.9876e+006
6256	3.0882e+006
6257	2.5401e+006
6257	2.601e+006
6258	1.3628e+006
6258	6.0276e+005
6259	2.281e+006
6259	2.4852e+006
6260	9.6566e+005
6260	1.7021e+006
6261	2.4011e+006
6261	2.314e+006
6262	4.6748e+006
6262	3.4242e+006
6263	3.3993e+005
6263	1.9906e+005
6264	3.1308e+006
6264	3.0777e+006
6265	1.2446e+006
6265	1.1565e+006
6266	2.1805e+006
6266	2.5043e+006
6267	2.7512e+006
6267	2.954e+006
6268	2.505e+006
6268	3.3233e+006
6269	1.4097e+006
6269	9.0089e+005
6270	7.2126e+005
6270	1.252e+006
6271	4.517e+005
6271	7.0314e+005
6272	1.1779e+006
6272	1.6155e+006
6273	3.6946e+006
6273	3.1361e+006
6274	2.5855e+006
6274	1.4893e+006
6275	7.2834e+005
6275	1.0959e+006
6276	5.9508e+005
6276	1.4285e+006
6277	1.2202e+006
6277	1.5978e+006
6278	8.4546e+005
6278	1.0192e+006
6279	1.0232e+006
6279	1.0504e+006
6280	3.8488e+006
6280	3.0972e+006
6281	3.3309e+006
6281	2.3385e+006
6282	2.6354e+006
6282	2.0573e+006
6283	1.7747e+006
6283	1.3915e+006
6284	2.7047e+006
6284	3.2372e+006
6285	5.1799e+006
6285	3.8646e+006
6286	1.9017e+006
6286	1.3368e+006
6287	9.2663e+005
6287	1.6953e+006
6288	1.7035e+006
6288	2.2086e+006
6289	2.2903e+006
6289	2.8051e+006
6290	3.5875e+006
6290	3.6258e+006
6291	6.7848e+005
6291	7.8033e+005
6292	1.8927e+006
6292	1.8426e+006
6293	1.5574e+006
6293	1.5837e+006
6294	2.0376e+006
6294	1.6315e+006
6295	2.8692e+006
6295	2.1776e+006
6296	3.0386e+006
6296	3.1527e+006
6297	3.6809e+005
6297	1.5601e+006
6298	1.5405e+006
6298	1.321e+006
6299	3.1056e+006
6299	2.35e+006
6300	3.904e+006
6300	2.9459e+006
6301	3.7602e+006
6301	3.3909e+006
6302	5.2544e+006
6302	3.2043e+006
6303	4.6135e+006
6303	4.7145e+006
6304	4.3387e+006
6304	4.0865e+006
6305	3.0453e+006
6305	2.6061e+006
6306	4.4793e+006
6306	3.9168e+006
6307	2.2867e+006
6307	2.2248e+006
6308	5.3231e+006
6308	2.6829e+006
6309	4.9613e+006
6309	4.8403e+006
6310	2.2739e+006
6310	2.3834e+006
6311	4.5387e+006
6311	3.3301e+006
6312	4.6066e+006
6312	4.9806e+006
6313	2.9861e+006
6313	2.6826e+006
6314	3.6139e+006
6314	6.6116e+006
6315	5.0709e+006
6315	4.546e+006
6316	3.6687e+006
6316	3.8529e+006
6317	4.208e+006
6317	4.8116e+006
6318	3.6827e+006
6318	3.62e+006
6319	2.8949e+006
6319	2.9274e+006
6320	1.511e+006
6320	1.1169e+006
6321	2.6679e+006
6321	1.6376e+006
6322	1.9681e+006
6322	2.0356e+006
6323	5.4323e+006
6323	5.2319e+006
6324	3.2171e+006
6324	2.5485e+006
6325	4.6042e+006
6325	4.5113e+006
6326	1.1462e+006
6326	4.5335e+005
6327	1.5108e+006
6327	9.7028e+005
6328	9.0324e+005
6328	7.4505e+005
6329	1.9653e+005
6329	6.9924e+005
6330	2.5872e+006
6330	2.1146e+006
6331	3.8579e+006
6331	4.0826e+006
6332	1.4456e+006
6332	1.5103e+006
6333	1.6855e+006
6333	1.1797e+006
6334	1.7726e+006
6334	1.8411e+006
6335	1.0918e+006
6335	1.1734e+006
6336	2.6493e+006
6336	3.3414e+006
6337	9.634e+005
6337	1.2569e+006
6338	3.923e+006
6338	5.6868e+006
6339	3.6235e+006
6339	2.7146e+006
6340	2.366e+006
6340	1.5153e+006
6341	4.8058e+006
6341	4.4585e+006
6342	1.522e+006
6342	6.0453e+005
6343	6.9482e+005
6343	8.7202e+005
6344	9.9561e+005
6344	1.3878e+006
6345	4.7299e+006
6345	2.8016e+006
6346	5.3813e+006
6346	4.8485e+006
6347	4.5074e+006
6347	3.3674e+006
6348	2.6744e+006
6348	1.7287e+006
6349	2.2678e+006
6349	2.8876e+006
6350	4.819e+006
6350	3.2559e+006
6351	3.2697e+006
6351	3.2415e+006
6352	5.4562e+006
6352	4.5255e+006
6353	2.4041e+006
6353	2.7123e+006
6354	4.764e+006
6354	4.4706e+006
6355	4.0209e+006
6355	4.3676e+006
6356	2.6425e+006
6356	1.7279e+006
6357	4.7318e+006
6357	3.9681e+006
6358	5.5892e+006
6358	5.0118e+006
6359	3.013e+006
6359	3.0273e+006
6360	3.0704e+006
6360	3.2787e+006
6361	5.2455e+006
6361	5.0789e+006
6362	2.2064e+006
6362	2.8696e+006
6363	1.512e+006
6363	1.2835e+006
6364	2.2405e+006
6364	2.8809e+006
6365	3.3501e+006
6365	2.5604e+006
6366	3.521e+006
6366	1.5856e+006
6367	5.2217e+006
6367	3.7368e+006
6368	4.3339e+006
6368	4.2776e+006
6369	1.8719e+006
6369	2.0117e+006
