Node Number	Equivalent (von-Mises) Stress (Pa)
19322	5.3911e+006
19323	4.2238e+006
19323	4.7625e+006
19324	2.129e+006
19324	3.2006e+006
19325	2.2653e+006
19325	3.6272e+006
19326	3.3025e+006
19326	3.7158e+006
19327	2.5151e+006
19327	1.4274e+006
19328	1.4897e+006
19328	1.1361e+006
19329	3.5246e+006
19329	5.3638e+006
19330	5.6213e+006
19330	4.0928e+006
19331	4.6866e+006
19331	2.0381e+006
19332	4.1937e+006
19332	2.9058e+006
19333	4.5147e+006
19333	3.7149e+006
19334	2.4225e+006
19334	1.2332e+006
19335	3.9327e+006
19335	3.3175e+006
19336	1.8206e+006
19336	1.3945e+006
19337	2.8414e+006
19337	1.6343e+006
19338	2.4842e+006
19338	2.4917e+006
19339	5.1924e+005
19339	1.7523e+006
19340	8.8293e+005
19340	1.038e+006
19341	1.1415e+006
19341	1.4674e+006
19342	1.9533e+006
19342	1.1267e+006
19343	1.7304e+006
19343	1.2898e+006
19344	1.0545e+006
19344	1.1146e+006
19345	0.
19345	0.
19346	0.
19346	0.
19347	0.
19347	0.
19348	0.
19348	0.
19349	0.
19349	0.
19350	0.
19350	0.
19351	0.
19351	0.
19352	0.
19352	0.
19353	0.
19353	0.
19354	0.
19354	0.
19355	0.
19355	0.
19356	0.
19356	0.
19357	0.
19357	0.
19358	0.
19358	0.
19359	0.
19359	0.
19360	0.
19360	0.
19361	0.
19361	0.
19362	0.
19362	0.
19363	0.
19363	0.
19364	3.0149e+006
19364	1.4035e+006
19365	1.16e+006
19365	1.973e+006
19366	2.1938e+006
19366	1.31e+006
19367	3.8103e+006
19367	2.0913e+006
19368	1.7575e+006
19368	2.3155e+006
19369	2.2084e+006
19369	1.9188e+006
19370	2.0856e+006
19370	3.4336e+006
19371	2.4589e+006
19371	4.2198e+006
19372	2.9439e+006
19372	3.9285e+006
19373	2.1517e+006
19373	1.79e+006
19374	2.1687e+006
19374	3.6428e+006
19375	1.7211e+006
19375	1.365e+006
19376	1.2902e+006
19376	1.6727e+006
19377	2.0413e+006
19377	2.1489e+006
19378	1.121e+006
19378	7.8842e+005
19379	1.7274e+006
19379	2.5358e+006
19380	1.1401e+006
19380	1.4497e+006
19381	1.8277e+006
19381	1.9426e+006
19382	8.3288e+005
19382	2.5854e+006
19383	3.7879e+006
19383	2.5953e+006
19384	1.6991e+006
19384	1.2709e+006
19385	3.0181e+006
19385	2.8068e+006
19386	4.011e+006
19386	4.4613e+006
19387	2.7927e+006
19387	2.7082e+006
19388	1.6521e+006
19388	2.3097e+006
19389	1.0406e+006
19389	1.4565e+006
19390	2.2476e+006
19390	1.7593e+006
19391	3.4104e+006
19391	3.8705e+006
19392	8.7895e+005
19392	1.6846e+006
19393	2.7546e+006
19393	3.9885e+006
19394	3.2835e+006
19394	2.6941e+006
19395	1.3483e+006
19395	1.8457e+006
19396	2.9077e+006
19396	2.9357e+006
19397	4.2016e+006
19397	3.8248e+006
19398	5.1629e+006
19398	2.4815e+006
19399	3.4444e+006
19399	3.2388e+006
19400	2.225e+006
19400	1.0904e+006
19401	1.0144e+006
19401	1.6858e+006
19402	1.9055e+006
19402	2.097e+006
19403	2.057e+006
19403	6.952e+005
19404	8.2017e+005
19404	1.3463e+006
19405	2.7502e+006
19405	4.4856e+006
19406	2.3376e+006
19406	3.249e+006
19407	2.3525e+006
19407	1.0169e+006
19408	1.4738e+006
19408	9.3506e+005
19409	2.4011e+006
19409	1.4283e+006
19410	2.546e+006
19410	3.7671e+006
19411	3.4195e+006
19411	2.66e+006
19412	4.4801e+006
19412	2.6807e+006
19413	1.7358e+006
19413	2.7045e+006
19414	2.296e+006
19414	1.5422e+006
19415	1.6345e+006
19415	1.0772e+006
19416	2.2421e+006
19416	1.7467e+006
19417	2.2806e+006
19417	5.2031e+005
19418	1.4503e+006
19418	1.7121e+006
19419	5.5597e+005
19419	1.6947e+006
19420	8.6376e+005
19420	1.3842e+006
19421	8.6033e+005
19421	4.3289e+005
19422	1.2523e+006
19422	1.1436e+006
19423	1.2721e+006
19423	1.0912e+006
19424	0.
19424	0.
19425	0.
19425	0.
19426	0.
19426	0.
19427	0.
19427	0.
19428	0.
19428	0.
19429	0.
19429	0.
19430	0.
19430	0.
19431	0.
19431	0.
19432	0.
19432	0.
19433	0.
19433	0.
19434	0.
19434	0.
19435	0.
19435	0.
19436	8.7801e+005
19436	1.3617e+005
19437	1.4941e+006
19437	6.5669e+005
19438	4.844e+006
19438	4.2028e+006
19439	3.8318e+006
19439	2.6485e+006
19440	2.4211e+006
19440	2.9221e+006
19441	4.9318e+006
19441	2.728e+006
19442	2.679e+006
19442	3.3238e+006
19443	1.1419e+006
19443	1.9329e+006
19444	3.7648e+005
19444	1.682e+006
19445	2.5079e+006
19445	2.7723e+006
19446	1.1433e+006
19446	3.1734e+006
19447	4.3509e+006
19447	1.7166e+006
19448	3.8138e+006
19448	2.7215e+006
19449	3.0011e+006
19449	2.0082e+006
19450	2.911e+006
19450	2.0012e+006
19451	2.2053e+006
19451	2.6412e+006
19452	5.253e+005
19452	1.551e+006
19453	1.6849e+006
19453	2.1151e+006
19454	2.5695e+006
19454	2.8288e+006
19455	1.6433e+006
19455	2.2437e+006
19456	3.8785e+006
19456	1.9139e+006
19457	3.8213e+006
19457	2.4994e+006
19458	3.911e+006
19458	3.239e+006
19459	3.5458e+006
19459	3.9735e+006
19460	2.6417e+006
19460	1.991e+006
19461	2.7077e+006
19461	2.6036e+006
19462	3.4963e+006
19462	4.3702e+006
19463	1.0791e+006
19463	1.2846e+006
19464	1.0187e+006
19464	7.532e+005
19465	1.1845e+006
19465	2.9403e+006
19466	2.9493e+006
19466	1.2524e+006
19467	2.0752e+006
19467	2.3253e+005
19468	1.6375e+006
19468	7.4775e+005
19469	2.0964e+006
19469	3.3201e+006
19470	1.6917e+006
19470	1.1235e+006
19471	7.7928e+005
19471	1.6995e+006
19472	3.5041e+006
19472	2.771e+006
19473	3.4612e+006
19473	4.639e+006
19474	2.6124e+006
19474	4.5236e+006
19475	5.6406e+006
19475	3.852e+006
19476	2.3984e+006
19476	3.2873e+006
19477	2.4888e+006
19477	2.2211e+006
19478	2.7669e+006
19478	3.6151e+006
19479	4.3877e+006
19479	3.8809e+006
19480	1.8774e+006
19480	6.0847e+005
19481	1.2664e+006
19481	1.1815e+006
19482	1.8949e+006
19482	2.1141e+006
19483	1.044e+006
19483	1.751e+006
19484	3.3657e+006
19484	7.6992e+005
19485	2.3569e+006
19485	1.6128e+006
19486	2.589e+006
19486	3.4199e+006
19487	2.7934e+006
19487	2.5516e+006
19488	2.7651e+006
19488	2.0088e+006
19489	2.7312e+006
19489	1.3004e+006
19490	4.4175e+006
19490	2.1573e+006
19491	1.4835e+006
19491	3.2409e+006
19492	2.9938e+006
19492	1.2911e+006
19493	3.0923e+006
19493	1.8777e+006
19494	4.1068e+006
19494	3.8589e+006
19495	1.6708e+006
19495	3.0968e+006
19496	1.7881e+006
19496	2.3225e+006
19497	2.3565e+006
19497	2.2497e+006
19498	2.1105e+006
19498	1.6456e+006
19499	1.7315e+006
19499	9.5927e+005
19500	1.3583e+006
19500	2.16e+006
19501	1.1807e+006
19501	1.998e+006
19502	7.9844e+005
19502	1.876e+006
19503	1.7391e+006
19503	1.0807e+006
19504	1.0133e+006
19504	9.443e+005
19505	6.3709e+005
19505	8.1519e+005
19506	1.5721e+006
19506	1.0582e+006
19507	1.8991e+006
19507	2.0751e+006
19508	5.7649e+005
19508	2.3375e+006
19509	1.3391e+006
19509	1.9656e+006
19510	1.1906e+006
19510	1.2331e+006
19511	1.3622e+006
19511	1.7268e+006
19512	0.
19512	0.
19513	0.
19513	0.
19514	0.
19514	0.
19515	0.
19515	0.
19516	0.
19516	0.
19517	0.
19517	0.
19518	0.
19518	0.
19519	0.
19519	0.
19520	0.
19520	0.
19521	2.2215e+006
19521	1.6384e+006
19522	3.1631e+006
19522	3.0725e+006
19523	4.606e+006
19523	5.0514e+006
19524	3.1609e+006
19524	2.3513e+006
19525	4.2818e+006
19525	3.1333e+006
19526	1.7571e+006
19526	2.6526e+006
19527	4.7858e+006
19527	3.4284e+006
19528	4.4437e+006
19528	1.6199e+006
19529	5.008e+006
19529	3.7579e+006
19530	5.5445e+006
19530	2.6145e+006
19531	4.4563e+006
19531	4.3638e+006
19532	4.7056e+006
19532	2.9083e+006
19533	4.284e+006
19533	3.3549e+006
19534	4.5569e+006
19534	3.377e+006
19535	3.1326e+006
19535	3.3706e+006
19536	2.7483e+006
19536	1.535e+006
19537	1.8926e+006
19537	1.5953e+006
19538	3.3332e+006
19538	2.0002e+006
19539	2.346e+006
19539	1.5065e+006
19540	1.495e+006
19540	1.2525e+006
19541	1.744e+006
19541	2.7554e+006
19542	5.0052e+006
19542	4.569e+006
19543	2.2841e+006
19543	5.815e+006
19544	3.3885e+006
19544	4.0909e+006
19545	3.1703e+006
19545	3.0187e+006
19546	2.2486e+006
19546	2.7935e+006
19547	3.9387e+006
19547	5.0271e+006
19548	3.765e+006
19548	5.173e+006
19549	4.7268e+006
19549	3.9641e+006
19550	4.0457e+006
19550	3.9051e+006
19551	2.6788e+006
19551	3.1718e+006
19552	2.3685e+006
19552	2.6383e+006
19553	4.963e+006
19553	4.6878e+006
19554	1.5277e+006
19554	4.3554e+006
19555	5.9198e+006
19555	2.9087e+006
19556	3.3955e+006
19556	3.6657e+006
19557	2.5851e+006
19557	3.7867e+006
19558	1.6678e+006
19558	2.1376e+006
19559	3.617e+006
19559	3.9597e+006
19560	2.2694e+006
19560	4.2921e+006
19561	5.324e+006
19561	3.6895e+006
19562	5.4217e+006
19562	4.7883e+006
19563	9.4853e+005
19563	2.7693e+006
19564	9.9567e+005
19564	1.3036e+006
19565	2.3184e+006
19565	1.3728e+006
19566	1.8101e+006
19566	1.5995e+006
19567	3.3629e+006
19567	2.5903e+006
19568	2.5616e+006
19568	3.9534e+006
19569	8.2725e+005
19569	2.0413e+006
19570	2.5148e+006
19570	1.6357e+006
19571	0.
19571	0.
19572	0.
19572	0.
19573	0.
19573	0.
19574	0.
19574	0.
19575	0.
19575	0.
19576	0.
19576	0.
19577	0.
19577	0.
19578	0.
19578	0.
19579	0.
19579	0.
19580	1.3044e+006
19580	2.5137e+006
19581	2.302e+006
19581	1.7859e+006
19582	1.3162e+006
19582	2.5343e+006
19583	3.4581e+006
19583	2.8606e+006
19584	2.4521e+006
19584	8.1693e+005
19585	9.3282e+005
19585	8.559e+005
19586	3.0908e+006
19586	1.9036e+006
19587	9.796e+005
19587	7.7256e+005
19588	9.5576e+005
19588	2.1452e+006
19589	1.509e+006
19589	1.1781e+006
19590	2.4862e+006
19590	4.0147e+006
19591	2.7385e+006
19591	1.5051e+006
19592	3.4944e+006
19592	6.0434e+005
19593	3.2217e+006
19593	6.7432e+006
19594	1.1857e+006
19594	2.5354e+006
19595	5.1685e+005
19595	6.9749e+005
19596	1.6114e+006
19596	3.372e+006
19597	1.351e+006
19597	1.1247e+006
19598	3.754e+006
19598	4.4352e+006
19599	4.9452e+005
19599	2.8896e+006
19600	2.1133e+006
19600	1.9965e+006
19601	2.2264e+006
19601	1.3531e+006
19602	1.2412e+006
19602	6.5369e+005
19603	9.0231e+005
19603	1.0029e+006
19604	2.2499e+006
19604	2.7541e+006
19605	1.932e+006
19605	3.2237e+006
19606	1.8491e+006
19606	1.5436e+006
19607	3.1025e+006
19607	1.5361e+006
19608	3.2324e+006
19608	1.7272e+006
19609	2.1723e+006
19609	2.0395e+006
19610	1.4519e+006
19610	5.297e+005
19611	3.1518e+006
19611	2.8469e+006
19612	9.6126e+005
19612	6.1195e+005
19613	9.7571e+005
19613	2.2445e+006
19614	1.7554e+006
19614	1.3444e+006
19615	2.7255e+006
19615	1.6124e+006
19616	1.9371e+006
19616	3.0336e+006
19617	1.2624e+006
19617	1.2007e+006
19618	1.0937e+006
19618	7.8972e+005
19619	1.6313e+006
19619	1.4306e+006
19620	1.3495e+006
19620	1.7263e+006
19621	1.1907e+006
19621	2.2369e+006
19622	1.7155e+006
19622	1.3007e+006
19623	1.0968e+006
19623	2.14e+006
19624	0.
19624	0.
19625	0.
19625	0.
19626	0.
19626	0.
19627	0.
19627	0.
19628	0.
19628	0.
19629	0.
19629	0.
19630	0.
19630	0.
19631	0.
19631	0.
19632	0.
19632	0.
19633	0.
19633	0.
19634	0.
19634	0.
19635	0.
19635	0.
19636	0.
19636	0.
19637	0.
19637	0.
19638	0.
19638	0.
19639	1.9329e+006
19639	2.7162e+006
19640	2.217e+006
19640	4.3338e+006
19641	3.3322e+006
19641	3.1454e+006
19642	2.4821e+006
19642	2.5998e+006
19643	4.5494e+006
19643	2.8773e+006
19644	2.3583e+006
19644	3.7416e+006
19645	2.6897e+006
19645	3.2599e+006
19646	1.8449e+006
19646	3.453e+006
19647	2.363e+006
19647	1.962e+006
19648	2.1901e+006
19648	3.3031e+006
19649	2.9049e+006
19649	2.9757e+006
19650	2.2345e+006
19650	1.0507e+006
19651	1.6121e+006
19651	8.3112e+005
19652	3.6859e+006
19652	4.3316e+006
19653	1.6819e+006
19653	1.8532e+006
19654	1.7042e+006
19654	1.9803e+006
19655	2.7888e+006
19655	2.9301e+006
19656	3.5452e+006
19656	1.1955e+006
19657	2.2502e+006
19657	2.0209e+006
19658	2.7771e+006
19658	3.3829e+006
19659	3.9799e+006
19659	5.0522e+006
19660	1.6679e+006
19660	3.3001e+006
19661	2.1186e+006
19661	2.4864e+006
19662	3.4547e+006
19662	2.4689e+006
19663	9.7216e+005
19663	5.3563e+005
19664	3.6863e+006
19664	4.2397e+006
19665	8.6962e+005
19665	2.7657e+006
19666	2.6465e+006
19666	1.2202e+006
19667	9.0536e+005
19667	2.9921e+006
19668	2.2551e+006
19668	1.3944e+006
19669	2.1786e+006
19669	2.8903e+006
19670	2.681e+006
19670	3.4e+006
19671	2.4359e+006
19671	5.2349e+006
19672	4.8066e+006
19672	5.0711e+006
19673	8.7673e+005
19673	2.0035e+006
19674	9.0189e+005
19674	1.8126e+006
19675	3.6644e+006
19675	2.6445e+006
19676	2.6144e+006
19676	1.8578e+006
19677	1.8855e+006
19677	2.5072e+006
19678	8.3983e+005
19678	1.5771e+006
19679	1.536e+006
19679	1.7439e+006
19680	2.0942e+006
19680	8.3156e+005
19681	2.1755e+006
19681	2.4369e+006
19682	2.7571e+006
19682	2.9261e+006
19683	2.5687e+006
19683	3.4871e+006
19684	1.3454e+006
19684	1.3231e+006
19685	1.8293e+006
19685	1.5728e+006
19686	2.1403e+006
19686	1.7143e+006
19687	2.7015e+006
19687	1.7857e+006
19688	2.433e+006
19688	2.4756e+006
19689	1.9192e+006
19689	1.9458e+006
19690	1.8053e+006
19690	5.3335e+005
19691	3.9595e+006
19691	2.3566e+006
19692	1.6904e+006
19692	1.4058e+006
19693	4.3727e+005
19693	1.1262e+006
19694	1.8934e+006
19694	2.1029e+006
19695	2.6601e+006
19695	2.5309e+006
19696	1.446e+006
19696	1.452e+006
19697	9.3616e+005
19697	1.691e+006
19698	1.4719e+006
19698	8.7611e+005
19699	1.225e+006
19699	1.5195e+006
19700	1.9034e+006
19700	1.1031e+006
19701	1.3004e+006
19701	5.8172e+005
19702	1.0208e+006
19702	1.0109e+006
19703	0.
19703	0.
19704	0.
19704	0.
19705	0.
19705	0.
19706	0.
19706	0.
19707	0.
19707	0.
19708	0.
19708	0.
19709	0.
19709	0.
19710	0.
19710	0.
19711	0.
19711	0.
19712	0.
19712	0.
19713	0.
19713	0.
19714	0.
19714	0.
19715	3.4423e+006
19715	1.4734e+006
19716	3.5902e+005
19716	1.0001e+006
19717	2.5753e+006
19717	2.1046e+006
19718	2.4462e+006
19718	2.822e+006
19719	1.5299e+006
19719	3.6453e+006
19720	7.1234e+006
19720	6.4608e+006
19721	2.8402e+006
19721	3.2717e+006
19722	3.0658e+006
19722	3.7864e+006
19723	2.2632e+006
19723	4.8792e+006
19724	2.9907e+006
19724	3.3451e+006
19725	4.2147e+006
19725	4.2328e+006
19726	1.7845e+006
19726	1.5935e+006
19727	3.6075e+006
19727	3.6738e+006
19728	3.4168e+006
19728	6.4281e+006
19729	3.4223e+006
19729	2.4969e+006
19730	2.2485e+006
19730	3.0068e+006
19731	5.2837e+006
19731	5.311e+006
19732	1.9498e+006
19732	4.4235e+006
19733	5.8456e+006
19733	4.9712e+006
19734	3.8035e+006
19734	3.9116e+006
19735	4.0344e+006
19735	1.985e+006
19736	1.2694e+006
19736	1.2273e+006
19737	3.4529e+006
19737	2.3159e+006
19738	3.0489e+006
19738	2.7894e+006
19739	3.6559e+006
19739	3.2151e+006
19740	2.8453e+006
19740	2.6071e+006
19741	3.7927e+006
19741	2.12e+006
19742	4.9548e+006
19742	5.4275e+006
19743	6.7351e+005
19743	9.443e+005
19744	2.3074e+006
19744	2.9427e+006
19745	4.7585e+006
19745	4.4833e+006
19746	2.3423e+006
19746	3.7454e+006
19747	3.0669e+006
19747	2.5897e+006
19748	3.8937e+006
19748	4.4904e+006
19749	2.6825e+006
19749	2.8128e+006
19750	3.4629e+006
19750	2.9878e+006
19751	2.8926e+006
19751	2.629e+006
19752	3.3832e+006
19752	2.4729e+006
19753	7.8269e+005
19753	1.8593e+006
19754	1.0979e+006
19754	9.4347e+005
19755	1.1849e+006
19755	1.247e+006
19756	1.1293e+006
19756	1.0606e+006
19757	2.093e+006
19757	1.4155e+006
19758	1.8698e+006
19758	1.1914e+006
19759	7.0015e+005
19759	8.4717e+005
19760	4.4973e+005
19760	5.0368e+005
19761	1.9471e+006
19761	1.5944e+006
19762	0.
19762	0.
19763	0.
19763	0.
19764	0.
19764	0.
19765	0.
19765	0.
19766	0.
19766	0.
19767	0.
19767	0.
19768	0.
19768	0.
19769	0.
19769	0.
19770	0.
19770	0.
19771	0.
19771	0.
19772	1.9326e+006
19772	2.526e+006
19773	2.2186e+006
19773	2.2482e+006
19774	1.4525e+006
19774	1.8653e+006
19775	1.2513e+006
19775	1.9513e+006
19776	0.
19776	0.
19777	0.
19777	0.
19778	0.
19778	0.
19779	0.
19779	0.
19780	1.6331e+006
19780	2.7949e+006
19781	7.5736e+005
19781	3.7344e+005
19782	3.9026e+006
19782	3.1251e+006
19783	3.4094e+006
19783	3.3335e+006
19784	2.091e+006
19784	1.2965e+006
19785	1.3145e+006
19785	1.6537e+006
19786	2.6314e+006
19786	2.4069e+006
19787	2.3537e+006
19787	2.7553e+006
19788	2.504e+006
19788	1.9744e+006
19789	2.0723e+006
19789	2.5239e+006
19790	2.4794e+006
19790	2.7233e+006
19791	1.3961e+006
19791	1.3029e+006
19792	2.5473e+006
19792	2.4937e+006
19793	1.8917e+006
19793	2.0307e+006
19794	2.6723e+006
19794	3.2547e+006
19795	1.2855e+006
19795	2.5846e+006
19796	1.6944e+006
19796	3.4469e+006
19797	2.3273e+006
19797	3.8915e+006
19798	2.2461e+006
19798	2.1886e+006
19799	1.9173e+006
19799	1.765e+006
19800	2.2078e+006
19800	2.7985e+006
19801	1.4003e+006
19801	2.7249e+006
19802	3.3307e+006
19802	1.6123e+006
19803	7.5883e+005
19803	1.6186e+006
19804	4.6037e+006
19804	2.8731e+006
19805	1.7854e+006
19805	2.3885e+006
19806	2.1879e+006
19806	1.4209e+006
19807	2.2623e+006
19807	2.1067e+006
19808	1.4292e+006
19808	2.4684e+006
19809	1.506e+006
19809	1.1673e+006
19810	1.8621e+006
19810	1.5149e+006
19811	2.0492e+006
19811	2.6364e+006
19812	3.5329e+006
19812	2.8172e+006
19813	2.0218e+006
19813	1.7714e+006
19814	3.7146e+006
19814	4.3381e+006
19815	1.194e+006
19815	9.7732e+005
19816	4.5909e+006
19816	5.4662e+006
19817	2.0347e+006
19817	2.2821e+006
19818	1.8619e+006
19818	1.956e+006
19819	4.7534e+006
19819	4.0093e+006
19820	1.3174e+006
19820	1.2847e+006
19821	1.3309e+006
19821	1.3147e+006
19822	2.2595e+006
19822	3.0703e+006
19823	1.9816e+006
19823	1.4938e+006
19824	2.0695e+006
19824	3.388e+006
19825	3.0779e+006
19825	2.8611e+006
19826	1.3278e+006
19826	2.794e+006
19827	1.3983e+006
19827	5.6872e+005
19828	1.6985e+006
19828	1.2954e+006
19829	1.273e+006
19829	5.9747e+005
19830	1.653e+006
19830	8.0651e+005
19831	0.
19831	0.
19832	0.
19832	0.
19833	0.
19833	0.
19834	0.
19834	0.
19835	0.
19835	0.
19836	0.
19836	0.
19837	2.7858e+006
19837	2.708e+006
19838	3.062e+006
19838	2.0839e+006
19839	1.617e+006
19839	2.9977e+006
19840	3.6606e+006
19840	1.6539e+006
19841	2.9261e+006
19841	7.0161e+005
19842	2.4024e+006
19842	2.7783e+006
19843	4.362e+006
19843	5.9338e+006
19844	8.3292e+005
19844	3.4075e+006
19845	3.1068e+006
19845	5.8657e+005
19846	2.4831e+006
19846	3.9281e+006
19847	1.7579e+006
19847	3.107e+006
19848	2.3482e+006
19848	2.1979e+006
19849	1.3321e+006
19849	8.7237e+005
19850	4.1097e+006
19850	1.7973e+006
19851	1.4673e+006
19851	2.5882e+006
19852	1.8954e+006
19852	9.648e+005
19853	2.5039e+006
19853	2.4395e+006
19854	1.3753e+006
19854	1.5933e+006
19855	2.3096e+006
19855	2.459e+006
19856	1.9212e+006
19856	6.2171e+005
19857	3.6054e+006
19857	2.4641e+006
19858	1.5668e+006
19858	3.6735e+006
19859	1.7993e+006
19859	2.1477e+006
19860	2.1156e+006
19860	2.6516e+006
19861	1.3465e+006
19861	1.6703e+006
19862	4.4716e+006
19862	3.9223e+006
19863	2.9985e+006
19863	2.0667e+006
19864	1.3213e+006
19864	1.1839e+006
19865	1.1302e+006
19865	1.6081e+006
19866	1.7839e+006
19866	1.4981e+006
19867	2.2461e+006
19867	3.3637e+006
19868	3.3392e+006
19868	2.3066e+006
19869	1.4763e+006
19869	2.6111e+006
19870	2.6149e+006
19870	3.0946e+006
19871	4.1909e+006
19871	2.4101e+006
19872	3.1066e+006
19872	3.8147e+006
19873	3.3348e+006
19873	4.4878e+006
19874	2.5976e+006
19874	2.9868e+006
19875	3.1118e+006
19875	2.9811e+006
19876	2.6757e+006
19876	2.7608e+006
19877	7.9763e+005
19877	1.8384e+006
19878	1.1286e+006
19878	2.0968e+006
19879	1.2209e+006
19879	1.5037e+006
19880	9.6706e+005
19880	1.4031e+006
19881	2.4616e+006
19881	1.9597e+006
19882	2.1902e+006
19882	4.2514e+006
19883	2.712e+006
19883	2.5818e+006
19884	4.4974e+006
19884	3.2487e+006
19885	3.5469e+006
19885	4.7806e+006
19886	2.328e+006
19886	2.5282e+006
19887	3.7242e+006
19887	3.4965e+006
19888	2.4081e+006
19888	2.7866e+006
19889	1.2172e+006
19889	9.0108e+005
19890	2.3807e+006
19890	3.1161e+006
19891	1.8062e+006
19891	2.2112e+006
19892	1.9642e+006
19892	1.4548e+006
19893	3.2873e+005
19893	1.693e+006
19894	1.7179e+006
19894	1.9193e+006
19895	3.8165e+006
19895	2.5662e+006
19896	1.4861e+006
19896	1.2831e+006
19897	9.7352e+005
19897	7.1967e+005
19898	1.8815e+006
19898	1.9545e+006
19899	1.8226e+006
19899	1.0319e+006
19900	2.5115e+006
19900	2.4661e+006
19901	3.4564e+006
19901	2.7462e+006
19902	1.8988e+006
19902	1.4224e+006
19903	1.887e+006
19903	1.4199e+006
19904	1.5467e+006
19904	1.5352e+006
19905	2.0148e+006
19905	1.3573e+006
19906	0.
19906	0.
19907	0.
19907	0.
19908	0.
19908	0.
19909	0.
19909	0.
19910	0.
19910	0.
19911	0.
19911	0.
19912	0.
19912	0.
19913	2.3798e+006
19913	1.251e+006
19914	1.2637e+006
19914	1.7505e+006
19915	1.7685e+006
19915	5.0147e+006
19916	3.9503e+006
19916	4.7633e+006
19917	8.3697e+005
19917	1.9073e+006
19918	3.8665e+006
19918	3.3734e+006
19919	2.1292e+006
19919	4.6261e+006
19920	5.4904e+006
19920	3.9802e+006
19921	1.31e+006
19921	1.4347e+006
19922	3.1096e+006
19922	4.9438e+006
19923	4.7803e+006
19923	2.6973e+006
19924	5.2858e+006
19924	2.2807e+006
19925	1.4521e+006
19925	2.2134e+006
19926	2.8911e+006
19926	4.0061e+006
19927	1.1561e+006
19927	1.2331e+006
19928	3.4436e+006
19928	4.71e+006
19929	6.487e+006
19929	2.4742e+006
19930	2.8516e+006
19930	2.3907e+006
19931	3.7284e+006
19931	6.7553e+006
19932	3.9595e+006
19932	5.2757e+006
19933	3.0575e+006
19933	7.2254e+006
19934	3.4677e+006
19934	1.6832e+006
19935	2.55e+005
19935	2.1671e+006
19936	2.2395e+006
19936	3.5454e+006
19937	5.1917e+006
19937	2.1813e+006
19938	2.57e+006
19938	2.4046e+006
19939	1.9918e+006
19939	2.0486e+006
19940	2.8532e+006
19940	1.4003e+006
19941	2.0023e+006
19941	4.3592e+006
19942	1.6184e+006
19942	1.796e+006
19943	1.9414e+006
19943	1.9295e+006
19944	2.164e+006
19944	2.2401e+006
19945	0.
19945	0.
19946	0.
19946	0.
19947	0.
19947	0.
19948	0.
19948	0.
19949	0.
19949	0.
19950	0.
19950	0.
19951	0.
19951	0.
19952	0.
19952	0.
19953	0.
19953	0.
19954	0.
19954	0.
19955	0.
19955	0.
19956	7.5042e+005
19956	1.415e+006
19957	7.5491e+005
19957	1.5808e+006
19958	0.
19958	0.
19959	4.3296e+006
19959	2.3767e+006
19960	0.
19960	0.
19961	6.2011e+006
19961	4.0341e+006
19962	1.8512e+006
19962	1.6542e+006
19963	1.7385e+006
19963	3.0755e+006
19964	2.1226e+006
19964	1.4243e+006
19965	2.2648e+006
19965	2.3383e+006
19966	2.7494e+006
19966	1.8151e+006
19967	7.9413e+005
19967	1.7016e+006
19968	1.2619e+006
19968	3.416e+006
19969	3.0912e+006
19969	4.1039e+006
19970	3.1759e+006
19970	1.8346e+006
19971	3.0374e+006
19971	2.9781e+006
19972	2.5042e+006
19972	2.0599e+006
19973	7.1168e+005
19973	1.6646e+006
19974	1.5792e+006
19974	2.8763e+005
19975	2.6105e+006
19975	1.2026e+006
19976	2.5668e+006
19976	2.5553e+006
19977	3.3176e+006
19977	3.9354e+006
19978	2.0551e+006
19978	2.4455e+006
19979	3.2143e+006
19979	2.3894e+006
19980	1.3728e+006
19980	1.3369e+006
19981	2.941e+006
19981	2.4361e+006
19982	1.7617e+006
19982	3.2117e+006
19983	3.6193e+006
19983	3.1865e+006
19984	3.2206e+006
19984	3.1289e+006
19985	2.4981e+006
19985	4.3526e+006
19986	2.56e+006
19986	3.7172e+006
19987	1.8142e+006
19987	2.2969e+006
19988	2.1224e+006
19988	2.686e+006
19989	2.0991e+006
19989	3.0854e+006
19990	3.2652e+006
19990	3.3142e+006
19991	2.6835e+006
19991	2.5744e+006
19992	3.786e+006
19992	1.4531e+006
19993	2.0182e+006
19993	2.9481e+006
19994	2.2545e+006
19994	3.0636e+006
19995	9.8737e+005
19995	1.0569e+006
19996	6.2609e+005
19996	4.5635e+005
19997	2.2135e+006
19997	2.3655e+006
19998	2.3642e+006
19998	2.8181e+006
19999	1.0088e+006
19999	3.0799e+006
20000	1.5931e+006
20000	2.232e+006
20001	3.2508e+006
20001	2.6306e+006
20002	3.4595e+006
20002	3.3752e+006
20003	2.2373e+006
20003	2.6885e+006
20004	2.7557e+006
20004	2.927e+006
20005	4.7521e+006
20005	2.4117e+006
20006	2.3452e+006
20006	9.7131e+005
20007	1.1344e+006
20007	7.5165e+005
20008	1.5534e+006
20008	1.2902e+006
20009	1.2351e+006
20009	1.6898e+006
20010	5.2355e+005
20010	1.4276e+006
20011	1.6855e+006
20011	9.9128e+005
20012	1.272e+006
20012	1.9377e+006
20013	1.282e+006
20013	1.1886e+006
20014	1.1161e+006
20014	8.3118e+005
20015	2.5723e+006
20015	4.1918e+005
